
m,p,75,30,2823
m,k,75,30,1052
l,p,75,30,2946
l,k,75,30,3353
m,d,75,30,90
m,b,75,30,25253
l,d,75,30,30
l,b,75,30,446
m,p,75,40,15464
m,k,75,40,4064
l,p,75,40,8863
l,k,75,40,12981
m,d,75,40,235
m,b,75,40,129797
l,d,75,40,41
l,b,75,40,429
m,p,75,50,41158
m,k,75,50,11287
l,p,75,50,26406
l,k,75,50,24199
m,d,75,50,421
m,b,75,50,344354
l,d,75,50,55
l,b,75,50,727
m,p,75,60,47407
m,k,75,60,16672
l,p,75,60,43128
l,k,75,60,42066
m,d,75,60,722
m,b,75,60,874472
l,d,75,60,77
l,b,75,60,1410
m,p,75,70,83358
m,k,75,70,20076
l,p,75,70,75940
l,k,75,70,104415
m,d,75,70,1173
m,b,75,70,2675815
l,d,75,70,151
l,b,75,70,2500
m,p,75,80,189184
m,k,75,80,52501
l,p,75,80,158779
l,k,75,80,173904
m,d,75,80,1881
m,b,75,80,5133781
l,d,75,80,253
l,b,75,80,7020
m,p,75,90,458838
m,k,75,90,111702
l,p,75,90,336875
l,k,75,90,402930
m,d,75,90,3198
m,b,75,90,7874071
l,d,75,90,221
l,b,75,90,5205
m,p,99,20,1016
m,k,99,20,443
l,p,99,20,921
l,k,99,20,1091
m,d,99,20,40
m,b,99,20,5966
l,d,99,20,16
l,b,99,20,65
m,p,99,30,4756
m,k,99,30,2686
l,p,99,30,5305
l,k,99,30,4979
m,d,99,30,124
m,b,99,30,34785
l,d,99,30,30
l,b,99,30,224
m,p,99,40,14723
m,k,99,40,4307
l,p,99,40,13233
l,k,99,40,15159
m,d,99,40,297
m,b,99,40,160200
l,d,99,40,50
l,b,99,40,430
m,p,99,50,37924
m,k,99,50,16650
l,p,99,50,35406
l,k,99,50,35637
m,d,99,50,929
m,b,99,50,560623
l,d,99,50,117
l,b,99,50,1118
m,p,99,60,98795
m,k,99,60,31852
l,p,99,60,118178
l,k,99,60,98619
m,d,99,60,1045
m,b,99,60,1660815
l,d,99,60,138
l,b,99,60,1914
m,p,99,70,194605
m,k,99,70,54381
l,p,99,70,180182
l,k,99,70,169808
m,d,99,70,1871
m,b,99,70,3548368
l,d,99,70,150
l,b,99,70,3020
m,p,99,80,272693
m,k,99,80,69943
l,p,99,80,289889
l,k,99,80,302860
m,d,99,80,1981
m,b,99,80,7180162
l,d,99,80,148
l,b,99,80,4352
m,p,99,90,464281
m,k,99,90,143559
l,p,99,90,486099
l,k,99,90,462945
m,d,99,90,2840
m,b,99,90,21556706
l,d,99,90,533
l,b,99,90,7523
m,p,25,20,167
m,k,25,20,332
l,p,25,20,169
l,k,25,20,223
m,d,25,20,18
m,b,25,20,410
l,d,25,20,10
l,b,25,20,23
m,p,25,30,415
m,k,25,30,266
l,p,25,30,362
l,k,25,30,610
m,d,25,30,29
m,b,25,30,2385
l,d,25,30,16
l,b,25,30,58
m,p,25,40,2014
m,k,25,40,692
l,p,25,40,928
l,k,25,40,2230
m,d,25,40,75
m,b,25,40,16816
l,d,25,40,40
l,b,25,40,221
m,p,25,50,5173
m,k,25,50,1565
l,p,25,50,2278
l,k,25,50,2856
m,d,25,50,187
m,b,25,50,40345
l,d,25,50,46
l,b,25,50,269
m,p,25,60,7619
m,k,25,60,3245
l,p,25,60,4488
l,k,25,60,5772
m,d,25,60,239
m,b,25,60,89615
l,d,25,60,49
l,b,25,60,413
m,p,25,70,16030
m,k,25,70,5708
l,p,25,70,13108
l,k,25,70,11390
m,d,25,70,295
m,b,25,70,189960
l,d,25,70,91
l,b,25,70,652
m,p,25,80,16430
m,k,25,80,9900
l,p,25,80,16467
l,k,25,80,17457
m,d,25,80,580
m,b,25,80,403148
l,d,25,80,70
l,b,25,80,795
m,p,25,90,25926
m,k,25,90,11554
l,p,25,90,33721
l,k,25,90,37770
m,d,25,90,805
m,b,25,90,847882
l,d,25,90,92
l,b,25,90,1713
m,p,50,20,760
m,k,50,20,242
l,p,50,20,443
l,k,50,20,661
m,d,50,20,34
m,b,50,20,1988
l,d,50,20,12
l,b,50,20,39
m,p,50,30,3122
m,k,50,30,886
l,p,50,30,2080
l,k,50,30,2203
m,d,50,30,56
m,b,50,30,15539
l,d,50,30,19
l,b,50,30,112
m,p,50,40,7596
m,k,50,40,2456
l,p,50,40,4877
l,k,50,40,4579
m,d,50,40,131
m,b,50,40,59421
l,d,50,40,40
l,b,50,40,361
m,p,50,50,20700
m,k,50,50,6554
l,p,50,50,13487
l,k,50,50,15836
m,d,50,50,311
m,b,50,50,192901
l,d,50,50,46
l,b,50,50,483
m,p,50,60,29671
m,k,50,60,7206
l,p,50,60,29085
l,k,50,60,25960
m,d,50,60,527
m,b,50,60,441542
l,d,50,60,70
l,b,50,60,917
m,p,50,70,44135
m,k,50,70,11777
l,p,50,70,38855
l,k,50,70,50668
m,d,50,70,815
m,b,50,70,878418
l,d,50,70,140
l,b,50,70,1324
m,p,50,80,80834
m,k,50,80,18298
l,p,50,80,83690
l,k,50,80,82864
m,d,50,80,1308
m,b,50,80,2965569
l,d,50,80,220
l,b,50,80,4666
m,p,50,90,296127
m,k,50,90,92914
l,p,50,90,212501
l,k,50,90,279316
m,d,50,90,3436
m,b,50,90,7806679
l,d,50,90,185
l,b,50,90,4351
m,p,75,20,1410
m,k,75,20,527
l,p,75,20,993
l,k,75,20,1191
m,d,75,20,34
m,b,75,20,5163
l,d,75,20,23
l,b,75,20,69
m,p,75,30,5597
m,k,75,30,2011
l,p,75,30,5547
l,k,75,30,6010
m,d,75,30,153
m,b,75,30,37117
l,d,75,30,42
l,b,75,30,180
m,p,75,40,12930
m,k,75,40,4989
l,p,75,40,11310
l,k,75,40,11173
m,d,75,40,181
m,b,75,40,116322
l,d,75,40,54
l,b,75,40,584
m,p,75,50,32599
m,k,75,50,8743
l,p,75,50,28455
l,k,75,50,27095
m,d,75,50,530
m,b,75,50,352688
l,d,75,50,85
l,b,75,50,853
m,p,75,60,55654
m,k,75,60,14692
l,p,75,60,49014
l,k,75,60,62044
m,d,75,60,1009
m,b,75,60,1127424
l,d,75,60,122
l,b,75,60,2087
m,p,75,70,141851
m,k,75,70,30259
l,p,75,70,132105
l,k,75,70,120647
m,d,75,70,1141
m,b,75,70,3349468
l,d,75,70,169
l,b,75,70,2901
m,p,75,80,249624
m,k,75,80,59530
l,p,75,80,208446
l,k,75,80,210186
m,d,75,80,1594
m,b,75,80,7603168
l,d,75,80,172
l,b,75,80,3246
m,p,75,90,308698
m,k,75,90,85237
l,p,75,90,305253
l,k,75,90,341592
m,d,75,90,3536
m,b,75,90,8089316
l,d,75,90,313
l,b,75,90,7522
m,p,99,20,3466
m,k,99,20,629
l,p,99,20,1670
l,k,99,20,2044
m,d,99,20,43
m,b,99,20,6116
l,d,99,20,22
l,b,99,20,67
m,p,99,30,6014
m,k,99,30,1603
l,p,99,30,5159
l,k,99,30,6857
m,d,99,30,87
m,b,99,30,36858
l,d,99,30,28
l,b,99,30,225
m,p,99,40,16563
m,k,99,40,6132
l,p,99,40,15894
l,k,99,40,16179
m,d,99,40,267
m,b,99,40,180793
l,d,99,40,64
l,b,99,40,513
m,p,99,50,46112
m,k,99,50,14214
l,p,99,50,39629
l,k,99,50,38262
m,d,99,50,513
m,b,99,50,596808
l,d,99,50,87
l,b,99,50,947
m,p,99,60,103416
m,k,99,60,44507
l,p,99,60,92949
l,k,99,60,90180
m,d,99,60,1255
m,b,99,60,1678779
l,d,99,60,152
l,b,99,60,6896
m,p,99,70,817162
m,k,99,70,207667
l,p,99,70,492676
l,k,99,70,349171
m,d,99,70,2375
m,b,99,70,5415810
l,d,99,70,206
l,b,99,70,4044
m,p,99,80,394136
m,k,99,80,88554
l,p,99,80,355796
l,k,99,80,398639
m,d,99,80,3773
m,b,99,80,9293032
l,d,99,80,229
l,b,99,80,6556
m,p,99,90,616274
m,k,99,90,158705
l,p,99,90,914664
l,k,99,90,2818656
m,d,99,90,34218
m,b,99,90,19584034
l,d,99,90,281
l,b,99,90,5883
m,p,25,20,190
m,k,25,20,118
l,p,25,20,101
l,k,25,20,184
m,d,25,20,14
m,b,25,20,460
l,d,25,20,12
l,b,25,20,21
m,p,25,30,414
m,k,25,30,269
l,p,25,30,273
l,k,25,30,599
m,d,25,30,34
m,b,25,30,2247
l,d,25,30,23
l,b,25,30,49
m,p,25,40,1714
m,k,25,40,560
l,p,25,40,810
l,k,25,40,1070
m,d,25,40,68
m,b,25,40,11622
l,d,25,40,28
l,b,25,40,148
m,p,25,50,4527
m,k,25,50,1512
l,p,25,50,1900
l,k,25,50,2419
m,d,25,50,130
m,b,25,50,38859
l,d,25,50,35
l,b,25,50,249
m,p,25,60,9847
m,k,25,60,2712
l,p,25,60,4160
l,k,25,60,8467
m,d,25,60,160
m,b,25,60,83143
l,d,25,60,41
l,b,25,60,502
m,p,25,70,9914
m,k,25,70,4447
l,p,25,70,8226
l,k,25,70,12744
m,d,25,70,250
m,b,25,70,221235
l,d,25,70,74
l,b,25,70,715
m,p,25,80,23667
m,k,25,80,7638
l,p,25,80,16600
l,k,25,80,17982
m,d,25,80,592
m,b,25,80,390617
l,d,25,80,86
l,b,25,80,823
m,p,25,90,27865
m,k,25,90,10203
l,p,25,90,25439
l,k,25,90,30735
m,d,25,90,928
m,b,25,90,805230
l,d,25,90,88
l,b,25,90,1222
m,p,50,20,373
m,k,50,20,234
l,p,50,20,344
l,k,50,20,540
m,d,50,20,30
m,b,50,20,1503
l,d,50,20,13
l,b,50,20,40
m,p,50,30,1559
m,k,50,30,975
l,p,50,30,1325
l,k,50,30,2547
m,d,50,30,53
m,b,50,30,10656
l,d,50,30,29
l,b,50,30,123
m,p,50,40,6358
m,k,50,40,2858
l,p,50,40,4334
l,k,50,40,5936
m,d,50,40,108
m,b,50,40,58165
l,d,50,40,67
l,b,50,40,535
m,p,50,50,18499
m,k,50,50,5619
l,p,50,50,10407
l,k,50,50,21769
m,d,50,50,335
m,b,50,50,180085
l,d,50,50,55
l,b,50,50,614
m,p,50,60,25860
m,k,50,60,9781
l,p,50,60,27487
l,k,50,60,28228
m,d,50,60,532
m,b,50,60,418180
l,d,50,60,66
l,b,50,60,937
m,p,50,70,57508
m,k,50,70,15642
l,p,50,70,40661
l,k,50,70,43319
m,d,50,70,567
m,b,50,70,866113
l,d,50,70,101
l,b,50,70,1614
m,p,50,80,86682
m,k,50,80,19518
l,p,50,80,72358
l,k,50,80,76097
m,d,50,80,853
m,b,50,80,2529094
l,d,50,80,151
l,b,50,80,3084
m,p,50,90,142733
m,k,50,90,36105
l,p,50,90,128747
l,k,50,90,143309
m,d,50,90,2299
m,b,50,90,4069586
l,d,50,90,142
l,b,50,90,3791
m,p,75,20,1361
m,k,75,20,968
l,p,75,20,1116
l,k,75,20,1268
m,d,75,20,37
m,b,75,20,4608
l,d,75,20,15
l,b,75,20,55
m,p,75,30,5101
m,k,75,30,1765
l,p,75,30,4709
l,k,75,30,5809
m,d,75,30,77
m,b,75,30,27986
l,d,75,30,27
l,b,75,30,199
m,p,75,40,14474
m,k,75,40,6591
l,p,75,40,14771
l,k,75,40,19467
m,d,75,40,279
m,b,75,40,262845
l,d,75,40,69
l,b,75,40,943
m,p,75,50,105099
m,k,75,50,60511
l,p,75,50,82661
l,k,75,50,72128
m,d,75,50,959
m,b,75,50,785139
l,d,75,50,112
l,b,75,50,1383
m,p,75,60,129899
m,k,75,60,32216
l,p,75,60,104386
l,k,75,60,140791
m,d,75,60,1377
m,b,75,60,2148025
l,d,75,60,167
l,b,75,60,2782
m,p,75,70,384873
m,k,75,70,68265
l,p,75,70,245607
l,k,75,70,214617
m,d,75,70,1971
m,b,75,70,4501108
l,d,75,70,159
l,b,75,70,2822
m,p,75,80,273826
m,k,75,80,50018
l,p,75,80,196974
l,k,75,80,219325
m,d,75,80,2353
m,b,75,80,4713525
l,d,75,80,239
l,b,75,80,6840
m,p,75,90,462204
m,k,75,90,122385
l,p,75,90,491140
l,k,75,90,532198
m,d,75,90,4633
m,b,75,90,12698119
l,d,75,90,203
l,b,75,90,6687
m,p,99,20,1317
m,k,99,20,1152
l,p,99,20,1390
l,k,99,20,2174
m,d,99,20,47
m,b,99,20,6659
l,d,99,20,15
l,b,99,20,105
m,p,99,30,7698
m,k,99,30,2331
l,p,99,30,6119
l,k,99,30,8881
m,d,99,30,140
m,b,99,30,50649
l,d,99,30,71
l,b,99,30,492
m,p,99,40,21139
m,k,99,40,5762
l,p,99,40,22603
l,k,99,40,21590
m,d,99,40,238
m,b,99,40,255271
l,d,99,40,69
l,b,99,40,731
m,p,99,50,56090
m,k,99,50,25333
l,p,99,50,55019
l,k,99,50,67401
m,d,99,50,733
m,b,99,50,1008218
l,d,99,50,171
l,b,99,50,1379
m,p,99,60,142234
m,k,99,60,40612
l,p,99,60,138675
l,k,99,60,171045
m,d,99,60,3923
m,b,99,60,3134877
l,d,99,60,105
l,b,99,60,2235
m,p,99,70,239004
m,k,99,70,50063
l,p,99,70,238044
l,k,99,70,202866
m,d,99,70,2149
m,b,99,70,5813060
l,d,99,70,219
l,b,99,70,3804
m,p,99,80,376107
m,k,99,80,124772
l,p,99,80,764764
l,k,99,80,591095
m,d,99,80,2221
m,b,99,80,9233334
l,d,99,80,173
l,b,99,80,5402
m,p,99,90,479279
m,k,99,90,121683
l,p,99,90,647313
l,k,99,90,760469
m,d,99,90,7074
m,b,99,90,14077033
l,d,99,90,274
l,b,99,90,6546
m,p,25,20,170
m,k,25,20,122
l,p,25,20,97
l,k,25,20,145
m,d,25,20,14
m,b,25,20,340
l,d,25,20,11
l,b,25,20,19
m,p,25,30,435
m,k,25,30,226
l,p,25,30,284
l,k,25,30,439
m,d,25,30,37
m,b,25,30,2674
l,d,25,30,16
l,b,25,30,48
m,p,25,40,1899
m,k,25,40,715
l,p,25,40,803
l,k,25,40,1060
m,d,25,40,54
m,b,25,40,11360
l,d,25,40,23
l,b,25,40,120
m,p,25,50,3604
m,k,25,50,787
l,p,25,50,2800
l,k,25,50,2859
m,d,25,50,83
m,b,25,50,30263
l,d,25,50,87
l,b,25,50,376
m,p,25,60,5419
m,k,25,60,1447
l,p,25,60,4182
l,k,25,60,4529
m,d,25,60,133
m,b,25,60,72977
l,d,25,60,59
l,b,25,60,323
m,p,25,70,10915
m,k,25,70,2774
l,p,25,70,8307
l,k,25,70,11825
m,d,25,70,223
m,b,25,70,164692
l,d,25,70,76
l,b,25,70,676
m,p,25,80,21522
m,k,25,80,4666
l,p,25,80,13338
l,k,25,80,15311
m,d,25,80,568
m,b,25,80,369475
l,d,25,80,115
l,b,25,80,1000
m,p,25,90,27514
m,k,25,90,11093
l,p,25,90,25769
l,k,25,90,30162
m,d,25,90,743
m,b,25,90,791449
l,d,25,90,142
l,b,25,90,1857
m,p,50,20,328
m,k,50,20,227
l,p,50,20,378
l,k,50,20,459
m,d,50,20,26
m,b,50,20,2005
l,d,50,20,11
l,b,50,20,32
m,p,50,30,1911
m,k,50,30,759
l,p,50,30,1167
l,k,50,30,2227
m,d,50,30,41
m,b,50,30,9349
l,d,50,30,32
l,b,50,30,102
m,p,50,40,4431
m,k,50,40,1329
l,p,50,40,5965
l,k,50,40,4314
m,d,50,40,128
m,b,50,40,43402
l,d,50,40,26
l,b,50,40,235
m,p,50,50,10464
m,k,50,50,7657
l,p,50,50,14157
l,k,50,50,21392
m,d,50,50,282
m,b,50,50,170439
l,d,50,50,62
l,b,50,50,613
m,p,50,60,31399
m,k,50,60,9822
l,p,50,60,26604
l,k,50,60,29267
m,d,50,60,462
m,b,50,60,375024
l,d,50,60,88
l,b,50,60,770
m,p,50,70,55905
m,k,50,70,11468
l,p,50,70,43915
l,k,50,70,57945
m,d,50,70,713
m,b,50,70,926619
l,d,50,70,75
l,b,50,70,1137
m,p,50,80,77568
m,k,50,80,22498
l,p,50,80,97025
l,k,50,80,98748
m,d,50,80,2217
m,b,50,80,2215070
l,d,50,80,136
l,b,50,80,2376
m,p,50,90,154457
m,k,50,90,35667
l,p,50,90,139129
l,k,50,90,140515
m,d,50,90,1782
m,b,50,90,3812879
l,d,50,90,214
l,b,50,90,2594
m,p,75,20,736
m,k,75,20,307
l,p,75,20,488
l,k,75,20,664
m,d,75,20,29
m,b,75,20,2485
l,d,75,20,14
l,b,75,20,43
m,p,75,30,4869
m,k,75,30,1472
l,p,75,30,4129
l,k,75,30,5039
m,d,75,30,298
m,b,75,30,23796
l,d,75,30,32
l,b,75,30,158
m,p,75,40,12500
m,k,75,40,2537
l,p,75,40,10322
l,k,75,40,7981
m,d,75,40,263
m,b,75,40,98956
l,d,75,40,43
l,b,75,40,350
m,p,75,50,32868
m,k,75,50,10341
l,p,75,50,29791
l,k,75,50,28219
m,d,75,50,379
m,b,75,50,349472
l,d,75,50,44
l,b,75,50,525
m,p,75,60,53835
m,k,75,60,15518
l,p,75,60,54701
l,k,75,60,54891
m,d,75,60,678
m,b,75,60,751130
l,d,75,60,66
l,b,75,60,1226
m,p,75,70,121481
m,k,75,70,29658
l,p,75,70,91937
l,k,75,70,100612
m,d,75,70,1236
m,b,75,70,2404927
l,d,75,70,100
l,b,75,70,1566
m,p,75,80,137389
m,k,75,80,39100
l,p,75,80,127796
l,k,75,80,138290
m,d,75,80,1125
m,b,75,80,4811042
l,d,75,80,272
l,b,75,80,5832
m,p,75,90,342655
m,k,75,90,92236
l,p,75,90,298225
l,k,75,90,317178
m,d,75,90,3201
m,b,75,90,7322014
l,d,75,90,148
l,b,75,90,3915
m,p,99,20,813
m,k,99,20,407
l,p,99,20,1154
l,k,99,20,828
m,d,99,20,40
m,b,99,20,3685
l,d,99,20,9
l,b,99,20,50
m,p,99,30,6265
m,k,99,30,1934
l,p,99,30,5680
l,k,99,30,4057
m,d,99,30,83
m,b,99,30,28161
l,d,99,30,40
l,b,99,30,139
m,p,99,40,12360
m,k,99,40,6262
l,p,99,40,12375
l,k,99,40,12143
m,d,99,40,156
m,b,99,40,142594
l,d,99,40,35
l,b,99,40,367
m,p,99,50,32798
m,k,99,50,10902
l,p,99,50,28642
l,k,99,50,28870
m,d,99,50,513
m,b,99,50,425450
l,d,99,50,93
l,b,99,50,838
m,p,99,60,59595
m,k,99,60,16888
l,p,99,60,56035
l,k,99,60,77793
m,d,99,60,821
m,b,99,60,1269250
l,d,99,60,84
l,b,99,60,1303
m,p,99,70,131260
m,k,99,70,42195
l,p,99,70,181819
l,k,99,70,183017
m,d,99,70,1680
m,b,99,70,4381815
l,d,99,70,168
l,b,99,70,3192
m,p,99,80,333983
m,k,99,80,82855
l,p,99,80,298275
l,k,99,80,228211
m,d,99,80,1526
m,b,99,80,7356402
l,d,99,80,140
l,b,99,80,3060
m,p,99,90,360232
m,k,99,90,81973
l,p,99,90,326597
l,k,99,90,472664
m,d,99,90,3565
m,b,99,90,11546910
l,d,99,90,210
l,b,99,90,4446
m,p,25,20,163
m,k,25,20,79
l,p,25,20,83
l,k,25,20,147
m,d,25,20,12
m,b,25,20,347
l,d,25,20,8
l,b,25,20,16
m,p,25,30,408
m,k,25,30,190
l,p,25,30,264
l,k,25,30,343
m,d,25,30,26
m,b,25,30,1576
l,d,25,30,12
l,b,25,30,44
m,p,25,40,736
m,k,25,40,338
l,p,25,40,656
l,k,25,40,853
m,d,25,40,54
m,b,25,40,8711
l,d,25,40,22
l,b,25,40,100
m,p,25,50,3335
m,k,25,50,804
l,p,25,50,2318
l,k,25,50,2974
m,d,25,50,102
m,b,25,50,29229
l,d,25,50,26
l,b,25,50,341
m,p,25,60,6280
m,k,25,60,1429
l,p,25,60,3167
l,k,25,60,4659
m,d,25,60,181
m,b,25,60,63293
l,d,25,60,51
l,b,25,60,263
m,p,25,70,8002
m,k,25,70,2418
l,p,25,70,8476
l,k,25,70,10049
m,d,25,70,1087
m,b,25,70,140906
l,d,25,70,50
l,b,25,70,504
m,p,25,80,12907
m,k,25,80,6709
l,p,25,80,15320
l,k,25,80,13258
m,d,25,80,349
m,b,25,80,271829
l,d,25,80,58
l,b,25,80,653
m,p,25,90,25143
m,k,25,90,8867
l,p,25,90,21166
l,k,25,90,19143
m,d,25,90,439
m,b,25,90,541086
l,d,25,90,243
l,b,25,90,2860
m,p,50,20,507
m,k,50,20,2046
l,p,50,20,464
l,k,50,20,614
m,d,50,20,26
m,b,50,20,1490
l,d,50,20,16
l,b,50,20,31
m,p,50,30,2269
m,k,50,30,902
l,p,50,30,1861
l,k,50,30,1919
m,d,50,30,53
m,b,50,30,22427
l,d,50,30,21
l,b,50,30,104
m,p,50,40,5549
m,k,50,40,1616
l,p,50,40,7653
l,k,50,40,5679
m,d,50,40,128
m,b,50,40,56778
l,d,50,40,149
l,b,50,40,296
m,p,50,50,21336
m,k,50,50,7517
l,p,50,50,13214
l,k,50,50,22839
m,d,50,50,429
m,b,50,50,205970
l,d,50,50,126
l,b,50,50,901
m,p,50,60,47217
m,k,50,60,11460
l,p,50,60,32655
l,k,50,60,31301
m,d,50,60,305
m,b,50,60,356169
l,d,50,60,71
l,b,50,60,578
m,p,50,70,50059
m,k,50,70,10291
l,p,50,70,34685
l,k,50,70,78638
m,d,50,70,874
m,b,50,70,1177007
l,d,50,70,85
l,b,50,70,1242
m,p,50,80,175001
m,k,50,80,58345
l,p,50,80,171937
l,k,50,80,159028
m,d,50,80,1165
m,b,50,80,1311742
l,d,50,80,79
l,b,50,80,1298
m,p,50,90,79410
m,k,50,90,22939
l,p,50,90,72151
l,k,50,90,79952
m,d,50,90,1085
m,b,50,90,2818031
l,d,50,90,107
l,b,50,90,2269
m,p,75,20,897
m,k,75,20,336
l,p,75,20,723
l,k,75,20,485
m,d,75,20,21
m,b,75,20,3256
l,d,75,20,10
l,b,75,20,38
m,p,75,30,3793
m,k,75,30,1227
l,p,75,30,3418
l,k,75,30,3358
m,d,75,30,75
m,b,75,30,23871
l,d,75,30,31
l,b,75,30,156
m,p,75,40,8892
m,k,75,40,2369
l,p,75,40,6497
l,k,75,40,8342
m,d,75,40,162
m,b,75,40,80778
l,d,75,40,55
l,b,75,40,351
m,p,75,50,20026
m,k,75,50,7619
l,p,75,50,18728
l,k,75,50,17925
m,d,75,50,239
m,b,75,50,246536
l,d,75,50,57
l,b,75,50,514
m,p,75,60,40112
m,k,75,60,13592
l,p,75,60,45025
l,k,75,60,38495
m,d,75,60,585
m,b,75,60,639954
l,d,75,60,57
l,b,75,60,716
m,p,75,70,59390
m,k,75,70,15970
l,p,75,70,60134
l,k,75,70,60498
m,d,75,70,582
m,b,75,70,1365592
l,d,75,70,123
l,b,75,70,1781
m,p,75,80,140790
m,k,75,80,28724
l,p,75,80,585354
l,k,75,80,437113
m,d,75,80,3857
m,b,75,80,4381385
l,d,75,80,139
l,b,75,80,3289
m,p,75,90,280160
m,k,75,90,71017
l,p,75,90,264370
l,k,75,90,313190
m,d,75,90,1821
m,b,75,90,9852450
l,d,75,90,159
l,b,75,90,3640
m,p,99,20,1426
m,k,99,20,384
l,p,99,20,687
l,k,99,20,854
m,d,99,20,25
m,b,99,20,3567
l,d,99,20,12
l,b,99,20,55
m,p,99,30,6556
m,k,99,30,1407
l,p,99,30,3576
l,k,99,30,4845
m,d,99,30,63
m,b,99,30,27589
l,d,99,30,21
l,b,99,30,155
m,p,99,40,14382
m,k,99,40,3645
l,p,99,40,11058
l,k,99,40,11611
m,d,99,40,238
m,b,99,40,126173
l,d,99,40,27
l,b,99,40,320
m,p,99,50,28455
m,k,99,50,7700
l,p,99,50,25885
l,k,99,50,30044
m,d,99,50,312
m,b,99,50,371700
l,d,99,50,58
l,b,99,50,570
m,p,99,60,54078
m,k,99,60,15372
l,p,99,60,61665
l,k,99,60,58081
m,d,99,60,509
m,b,99,60,1141730
l,d,99,60,102
l,b,99,60,1595
m,p,99,70,131401
m,k,99,70,34489
l,p,99,70,125105
l,k,99,70,149043
m,d,99,70,1161
m,b,99,70,3487541
l,d,99,70,113
l,b,99,70,2188
m,p,99,80,265954
m,k,99,80,188437
l,p,99,80,454451
l,k,99,80,284189
m,d,99,80,1763
m,b,99,80,7920134
l,d,99,80,162
l,b,99,80,3873
m,p,99,90,369802
m,k,99,90,97050
l,p,99,90,357255
l,k,99,90,366125
m,d,99,90,2161
m,b,99,90,13394338
l,d,99,90,181
l,b,99,90,4584
m,p,25,20,99
m,k,25,20,93
l,p,25,20,98
l,k,25,20,185
m,d,25,20,13
m,b,25,20,306
l,d,25,20,6
l,b,25,20,21
m,p,25,30,340
m,k,25,30,195
l,p,25,30,368
l,k,25,30,413
m,d,25,30,24
m,b,25,30,2581
l,d,25,30,15
l,b,25,30,43
m,p,25,40,807
m,k,25,40,375
l,p,25,40,673
l,k,25,40,1366
m,d,25,40,207
m,b,25,40,8440
l,d,25,40,23
l,b,25,40,100
m,p,25,50,3081
m,k,25,50,1113
l,p,25,50,1645
l,k,25,50,2512
m,d,25,50,75
m,b,25,50,24458
l,d,25,50,35
